data:text/csv;charset=utf-8,31
-1.7641157046467064,-0.10242226359844207,0.23132351493015885
0.15571180910691618,-0.4617857368558645,0.293983676982671
-0.28017522412165996,-0.6500678363084793,0.1644266651559621
-1.5562772563308476,-0.039804771643877024,-0.0797516551721841
-2.2976830676436424,0.17276830397844314,-0.24820553001761436
-2.2634540503054854,0.1674456476509571,-0.46801374452523886
-1.2919301543295383,-0.194001646143198,-0.9066548987675458
-0.19310352825969457,-0.7495470321923494,-0.6607055501788854
0.05646897926218807,-0.6055173314422369,-0.6366559815496206
-0.6339102630380541,-0.5923474687457084,-0.6755423962395638
-0.8177262499272823,-0.8536316760450601,-1.0019657229255885
-0.5707570567715913,-1.2510136220514774,-1.092268582728505
-1.0120062746204435,-2.22610894677341,-0.8456693188637494
-1.2814958540767432,-3.5770009931594133,-0.6078291155159473
-1.5909963952735064,-4.037162343683838,-0.6282184080719947
-3.286133548501134,-4.259175447824597,-0.2486462777887471
-3.9562461017116903,-4.2289919064849615,0.16121698239445686
-5.040403566437959,-3.840276666536927,1.7156689229942856
-5.974632627764344,-2.9010978738486766,3.419477604585886
-7.384138775682449,-1.5424106435418128,4.934220489001274
-7.873538495650887,-0.6263315714120864,5.546642777526379
-8.87903246576786,0.5048293442904949,6.797710175591707
-8.458385379508137,1.9116098666369914,5.694321063911914
-7.657572854980826,2.5930922473847864,4.565004607032239
-6.697654641124606,3.8961008450895545,1.7812696685433387
-5.958458322554827,4.501856076940894,1.2695558254361152
-3.872175779622793,5.347130259007216,1.6477390038453041
-1.8889215033583342,6.143155549257993,2.2168295156441626
-1.5173746942237019,6.967180022546649,2.0716296020708977
-0.273994489660114,8.184940778815745,2.048774942314625
1.5438319085165857,10.079216064292192,0.885054915247485
1.908460024303943,11.258801111423969,0.05333177721500396
2.8559812595322724,12.546423339426516,-2.2481612041056156
6.771718825244903,13.182857787179946,-3.138918787974119
7.8321444089889525,13.377971193957327,-2.635928349548578
10.946404556524753,12.80507310656905,-3.1246658062160013
15.273035583984852,5.17688475150466,-3.575900338441133
18.734274939501283,-0.5838689787358046,-1.5519856966167687
16.640227607786656,-7.698127568209171,1.5737486156135796
5.391453969380259,-4.457629981723428,-8.589815710926056
1.2436872246861457,-2.770170231255889,-13.069801901364325
0.402955069963634,-0.99969902010262,-8.77363966192603
4.321745008984208,-1.2404875518620013,-0.2852174560725689
5.120154564023018,-1.1822042897194622,2.2579975384652613
3.524637476454675,-0.23816636656224727,4.600179088526964
-0.631701574012637,0.9410176985532045,3.6146973943471905
-2.481001991730928,1.0071914216846227,2.7106197256565094
-2.3412235186845063,0.6072013390064239,1.1616915169142186
-0.08988952976167201,-0.7095651504158973,0.8169710476458072
0.7281383334606886,-0.8483347386807203,0.8824554733388126
1.4170865200445055,-1.1596136877268552,0.4671405418872833
1.6269707949742673,-1.1132914970129728,0.07796236060261726
1.544719505006075,-0.9454659101337194,-1.1298854889392853
1.727144987384975,-0.826803874874115,-2.453979837031662
2.0097674585282803,-0.9276730638116597,-3.0863357832998037
2.508720312000811,-0.5505003776192665,-3.6371880430966614
1.635086004629731,0.29357904170453547,-3.3367478834509847
