data:text/csv;charset=utf-8,12
0.9278734086893499,0.2509007604509592,5.273013467916846
0.8916851470421999,0.7617103481948375,0.6046105918608605
1.4568025904916226,-0.3569821310788393,-1.3132481060378252
1.2417425203591586,-0.5998264263242483,-1.1485709732521325
1.020586179178208,-0.5661766701787709,-1.2619545566521584
1.0822865562878548,-0.5271873065710068,-0.9697890350073576
1.360008834299445,-0.5389385346412658,-0.5739823754936456
1.5094037153445183,-0.7030185052514076,-0.5382972410630434
1.34853905351907,-1.5308797802239655,-1.011778091887757
1.440769008927047,-2.1147388220876455,-1.6794032852619885
1.3255264267221092,-3.6104935129165647,-3.3540666825205085
1.185296264385432,-4.509609175285696,-4.185312923756242
0.5396298048410564,-6.075901045152545,-4.934900872480869
0.24708295572847128,-7.998889799416065,-3.7259167123854158
-0.20133005280252544,-12.222733821618556,-2.341615732872486
-0.17968898835340513,-15.080671768176554,-2.6086291314736005
-1.3837744714207947,-18.605892889738083,-4.681784189546108
-1.0824077715147287,-18.11193214546442,-5.077991831076145
-0.716314843871817,-16.929902627789975,-4.496579890103638
1.2943586966507137,-13.25455991834402,-1.405942317956686
2.0962007103562352,-11.502046388685702,0.9010670886978507
0.9167796216145158,-7.378105340737104,6.867820069128275
-0.6435831504642963,-4.7093443966448305,9.750701318284868
-1.3464023337513207,-3.449102927520871,9.685993576052784
-1.3392340495571493,-1.0157260257959366,7.4014236724823705
-1.4016688784211873,-1.2252841375112533,0.8878501719892025
-0.8570935069367289,0.23211247335076332,-0.008036006939411163
0.5144587579011917,3.4371032776474952,0.11855915940701961
2.7895331033736466,7.222387540280819,0.31740123131871223
3.593547638812661,8.124598246055841,-1.0463251621991396
3.9244007646396755,9.05365311961472,-6.505773640397191
3.0638232149794695,10.428507640868425,-9.163931357410549
3.1500515918850898,11.28125610433817,-8.779073961934447
3.64883785661906,12.56379766807556,-8.741333137083053
4.1334278382182115,11.425638856309652,-11.36631572972536
4.423990746971964,10.283383715140818,-12.289853301167488
6.238312205767631,6.249116508376598,-15.504621987634897
7.911314976337551,0.9786585701614617,-16.89647031378746
7.693994413927197,-0.24972645597457885,-15.599221010261774
7.208318682917952,3.272558027613163,-6.533604481130838
6.092232586750388,8.406779110911488,6.638124593791365
5.217798361173272,9.35520679346025,10.248969404363631
2.4485803160756827,8.282280624583363,7.766604892107844
-1.6459771087393165,6.053732467964291,3.060939476236701
-2.0198066219836472,4.845283145397901,1.834134412768483
-0.7711252422720194,2.9581787744641304,-0.2072480812072754
-2.4884876713111996,1.6741110240727661,-1.6388953337848184
-4.100571862798929,1.2717846074014902,-2.7393255956590172
-6.151533501502871,1.3363748607337473,-1.2901871100544928
-4.80321218238771,1.72307876085937,1.1726660615235567
